[2025-01-09 21:08:20,475 - 139801511589568]  MasterPriorityQueue - DEBUG: Preparing to send message: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:UeHWp8X0CEIC with priority tuple: (2, 101, -1736453300.471723)
[2025-01-09 21:08:20,475 - 139801511589568]  MasterPriorityQueue - INFO: Process message sent: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:UeHWp8X0CEIC with priority 101 (depth: 2, timestamp: 2025-01-09 21:08:20.471723)
[2025-01-09 21:08:20,478 - 139801511589568]  MessageRouter - INFO: Waiting 0.00 seconds for FetchScholarlyData_402 (delta: 0.00)...
[2025-01-09 21:08:20,479 - 139801511589568]  MessageRouter - DEBUG: Incremented message Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:qjMakFHDy7sC depth to: 2
[2025-01-09 21:08:20,479 - 139801511589568]  MessageRouter - DEBUG: Message added to duplicate tracker: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:qjMakFHDy7sC
[2025-01-09 21:08:20,480 - 139801511589568]  MessageRouter - INFO: Sending message FetchScholarlyData_402 to incoming queue with priority 101.
[2025-01-09 21:08:20,482 - 139801503196864]  MessageRouter - INFO: Waiting 0.00 seconds for FetchScholarlyData_403 (delta: -0.00)...
[2025-01-09 21:08:20,482 - 139801503196864]  MessageRouter - DEBUG: Incremented message Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:9yKSN-GCB0IC depth to: 2
[2025-01-09 21:08:20,483 - 139801503196864]  MessageRouter - DEBUG: Message added to duplicate tracker: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:9yKSN-GCB0IC
[2025-01-09 21:08:20,483 - 139801503196864]  MessageRouter - INFO: Sending message FetchScholarlyData_403 to incoming queue with priority 101.
[2025-01-09 21:08:20,484 - 139801511589568]  MasterPriorityQueue - DEBUG: Preparing to send message: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:qjMakFHDy7sC with priority tuple: (2, 101, -1736453300.478507)
[2025-01-09 21:08:20,484 - 139801511589568]  MasterPriorityQueue - INFO: Process message sent: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:qjMakFHDy7sC with priority 101 (depth: 2, timestamp: 2025-01-09 21:08:20.478507)
[2025-01-09 21:08:20,485 - 139801503196864]  MasterPriorityQueue - DEBUG: Preparing to send message: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:9yKSN-GCB0IC with priority tuple: (2, 101, -1736453300.482025)
[2025-01-09 21:08:20,486 - 139801503196864]  MasterPriorityQueue - INFO: Process message sent: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:9yKSN-GCB0IC with priority 101 (depth: 2, timestamp: 2025-01-09 21:08:20.482025)
[2025-01-09 21:08:20,488 - 139801503196864]  MessageRouter - INFO: Waiting 0.00 seconds for FetchScholarlyData_404 (delta: -0.00)...
[2025-01-09 21:08:20,489 - 139801503196864]  MessageRouter - DEBUG: Incremented message Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:u5HHmVD_uO8C depth to: 2
[2025-01-09 21:08:20,489 - 139801503196864]  MessageRouter - DEBUG: Message added to duplicate tracker: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:u5HHmVD_uO8C
[2025-01-09 21:08:20,489 - 139801503196864]  MessageRouter - INFO: Sending message FetchScholarlyData_404 to incoming queue with priority 101.
[2025-01-09 21:08:20,508 - 139801511589568]  MessageRouter - INFO: Waiting 0.00 seconds for FetchScholarlyData_405 (delta: 0.00)...
[2025-01-09 21:08:20,509 - 139801503196864]  MasterPriorityQueue - DEBUG: Preparing to send message: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:u5HHmVD_uO8C with priority tuple: (2, 101, -1736453300.487767)
[2025-01-09 21:08:20,510 - 139801511589568]  MessageRouter - DEBUG: Incremented message Message Type: FetchScholarlyData, Expected ID: Cristina Ioana Muntean depth to: 2
[2025-01-09 21:08:20,510 - 139801503196864]  MasterPriorityQueue - INFO: Process message sent: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:u5HHmVD_uO8C with priority 101 (depth: 2, timestamp: 2025-01-09 21:08:20.487767)
[2025-01-09 21:08:20,510 - 139801511589568]  MessageRouter - DEBUG: Message added to duplicate tracker: Message Type: FetchScholarlyData, Expected ID: Cristina Ioana Muntean
[2025-01-09 21:08:20,511 - 139801511589568]  MessageRouter - INFO: Sending message FetchScholarlyData_405 to incoming queue with priority 102.
[2025-01-09 21:08:20,514 - 139801503196864]  MessageRouter - INFO: Waiting 0.00 seconds for FetchScholarlyData_406 (delta: -0.00)...
[2025-01-09 21:08:20,514 - 139801503196864]  MessageRouter - DEBUG: Incremented message Message Type: FetchScholarlyData, Expected ID: Franco Maria Nardini depth to: 2
[2025-01-09 21:08:20,515 - 139801503196864]  MessageRouter - DEBUG: Message added to duplicate tracker: Message Type: FetchScholarlyData, Expected ID: Franco Maria Nardini
[2025-01-09 21:08:20,515 - 139801511589568]  MasterPriorityQueue - DEBUG: Preparing to send message: Message Type: FetchScholarlyData, Expected ID: Cristina Ioana Muntean with priority tuple: (2, 102, -1736453300.508186)
[2025-01-09 21:08:20,516 - 139801503196864]  MessageRouter - INFO: Sending message FetchScholarlyData_406 to incoming queue with priority 102.
